Date,Customer ID,Product Category,Product Name,Quantity Sold,Price,Discount Applied,Payment Method,Total Sales,Month,Revenue
2025-08-21,26ef2c32,Electronics,Vacuum,4,392.0,0.24,Bank Transfer,1191.68,2025-08,1191.68
2025-08-22,036b71a3,Toys,Laptop,2,181.56,0.12,PayPal,319.5456,2025-08,319.5456
2025-08-23,64af75b6,Electronics,Board Game,1,38.34,0.27,PayPal,27.9882,2025-08,27.9882
2025-08-24,0c90f841,Books,Laptop,4,484.86,0.16,Bank Transfer,1629.1296,2025-08,1629.1296
2025-08-25,98241ca6,Home,Novel,4,443.06,0.05,Credit Card,1683.628,2025-08,1683.628
2025-08-26,172ea05b,Books,Novel,2,464.6,0.21,Credit Card,734.0680000000001,2025-08,734.0680000000001
2025-08-27,75422a07,Books,Novel,3,497.5,0.24,Credit Card,1134.3,2025-08,1134.3
2025-08-28,f438673b,Books,Board Game,3,95.21,0.1,Credit Card,257.067,2025-08,257.067
2025-08-29,45a63e16,Home,Vacuum,3,204.16,0.26,PayPal,453.2352,2025-08,453.2352
2025-08-30,57f2d716,Books,Board Game,4,381.54,0.27,PayPal,1114.0968,2025-08,1114.0968
2025-08-31,193dc44c,Electronics,Laptop,4,351.05,0.08,PayPal,1291.864,2025-08,1291.864
2025-09-01,5e49bb39,Clothing,Laptop,4,85.41,0.3,Bank Transfer,239.148,2025-09,239.148
2025-09-02,00903350,Books,Novel,1,409.76,0.04,Bank Transfer,393.3696,2025-09,393.3696
2025-09-03,f0ef5951,Clothing,Vacuum,2,119.98,0.06,Bank Transfer,225.5624,2025-09,225.5624
2025-09-04,ccebc6a1,Home,Novel,4,119.67,0.06,PayPal,449.9592,2025-09,449.9592
2025-09-05,12eceac6,Home,Novel,2,273.12,0.27,Credit Card,398.7552,2025-09,398.7552
2025-09-06,2ed3870b,Home,Vacuum,2,300.54,0.2,PayPal,480.864,2025-09,480.864
2025-09-07,3c17d6e0,Home,Novel,3,294.24,0.05,PayPal,838.584,2025-09,838.584
2025-09-08,8421bc41,Books,Vacuum,1,54.83,0.13,Bank Transfer,47.7021,2025-09,47.7021
2025-09-09,37a19512,Clothing,Novel,4,439.96,0.18,Credit Card,1443.0688,2025-09,1443.0688
2025-09-10,a810bfa9,Books,Shoes,3,140.14,0.03,Credit Card,407.8074,2025-09,407.8074
2025-09-11,43703cfd,Clothing,Board Game,3,73.46,0.26,Bank Transfer,163.0812,2025-09,163.0812
2025-09-12,61469e21,Clothing,Vacuum,4,445.49,0.24,Bank Transfer,1354.2896,2025-09,1354.2896
2025-09-13,6abab6d3,Electronics,Board Game,2,478.27,0.15,PayPal,813.059,2025-09,813.059
2025-09-14,c88ef1e4,Electronics,Novel,3,432.44,0.29,Credit Card,921.0971999999999,2025-09,921.0971999999999
2025-09-15,5677804f,Electronics,Shoes,2,406.66,0.13,PayPal,707.5884000000001,2025-09,707.5884000000001
2025-09-16,127feb15,Home,Laptop,1,331.07,0.3,PayPal,231.749,2025-09,231.749
2025-09-17,6a06996a,Books,Laptop,2,279.92,0.2,PayPal,447.8720000000001,2025-09,447.8720000000001
2025-09-18,91914814,Electronics,Vacuum,1,52.62,0.19,Bank Transfer,42.6222,2025-09,42.6222
2025-09-19,ccb42717,Clothing,Vacuum,2,210.14,0.05,Bank Transfer,399.266,2025-09,399.266
2025-09-20,d469333a,Home,Shoes,3,192.62,0.26,Bank Transfer,427.6164,2025-09,427.6164
2025-09-21,f1f57915,Books,Novel,3,137.28,0.13,Credit Card,358.3008,2025-09,358.3008
2025-09-22,31194c9d,Toys,Shoes,1,364.48,0.05,Bank Transfer,346.256,2025-09,346.256
2025-09-23,0659465b,Home,Novel,4,252.98,0.0,PayPal,1011.92,2025-09,1011.92
2025-09-24,b7af029c,Clothing,Novel,1,49.71,0.17,PayPal,41.2593,2025-09,41.2593
2025-09-25,75fd0468,Electronics,Board Game,1,117.89,0.16,Bank Transfer,99.02759999999999,2025-09,99.02759999999999
2025-09-26,109c3713,Electronics,Board Game,2,344.8,0.22,Bank Transfer,537.888,2025-09,537.888
2025-09-27,cf274015,Clothing,Laptop,2,47.3,0.27,Bank Transfer,69.05799999999999,2025-09,69.05799999999999
2025-09-28,de5522a3,Electronics,Shoes,1,427.09,0.02,Bank Transfer,418.5482,2025-09,418.5482
2025-09-29,52f9de0d,Electronics,Vacuum,3,252.62,0.22,Credit Card,591.1308,2025-09,591.1308
2025-09-30,194d07ca,Home,Shoes,2,245.49,0.06,Credit Card,461.5212,2025-09,461.5212
2025-10-01,55b2622d,Clothing,Vacuum,4,300.28,0.26,Credit Card,888.8287999999999,2025-10,888.8287999999999
2025-10-02,4da4ecaf,Toys,Shoes,2,414.09,0.25,Credit Card,621.135,2025-10,621.135
2025-10-03,477c03d8,Home,Shoes,2,180.43,0.16,Credit Card,303.1224,2025-10,303.1224
2025-10-04,fe488763,Books,Laptop,4,342.23,0.21,Bank Transfer,1081.4468,2025-10,1081.4468
2025-10-05,0fec6abd,Electronics,Shoes,1,287.21,0.09,PayPal,261.3611,2025-10,261.3611
2025-10-06,1d76e9a3,Toys,Shoes,4,140.84,0.14,PayPal,484.4896,2025-10,484.4896
2025-10-07,a8d14420,Home,Novel,1,440.53,0.25,PayPal,330.3975,2025-10,330.3975
2025-10-08,9f0cb124,Toys,Shoes,1,400.74,0.14,PayPal,344.6364,2025-10,344.6364
2025-10-09,4a0558eb,Home,Board Game,1,332.64,0.11,Bank Transfer,296.0496,2025-10,296.0496
2025-10-10,54ba50e3,Home,Laptop,4,426.79,0.15,Credit Card,1451.086,2025-10,1451.086
2025-10-11,8da05c56,Home,Shoes,1,434.97,0.25,PayPal,326.2275,2025-10,326.2275
2025-10-12,d7644897,Electronics,Vacuum,3,357.1,0.1,PayPal,964.1700000000002,2025-10,964.1700000000002
2025-10-13,ca7d6223,Electronics,Shoes,4,420.14,0.05,Credit Card,1596.532,2025-10,1596.532
2025-10-14,7d9e6403,Toys,Novel,3,351.76,0.21,Credit Card,833.6712,2025-10,833.6712
2025-10-15,2fdfd971,Home,Vacuum,1,343.27,0.25,PayPal,257.4525,2025-10,257.4525
2025-10-16,2e15672b,Toys,Vacuum,2,313.12,0.03,Credit Card,607.4528,2025-10,607.4528
2025-10-17,17af595c,Home,Vacuum,1,378.83,0.07,Bank Transfer,352.3119,2025-10,352.3119
2025-10-18,ad9ec4b8,Electronics,Shoes,3,87.72,0.04,PayPal,252.6336,2025-10,252.6336
2025-10-19,5b1dbedd,Books,Laptop,3,441.63,0.1,PayPal,1192.401,2025-10,1192.401
2025-10-20,9f65bbe5,Electronics,Board Game,4,437.2,0.14,PayPal,1503.968,2025-10,1503.968
2025-10-21,39497806,Electronics,Vacuum,2,24.33,0.22,Bank Transfer,37.9548,2025-10,37.9548
2025-10-22,06abba80,Home,Board Game,4,414.65,0.2,Bank Transfer,1326.88,2025-10,1326.88
2025-10-23,b2d0a1a1,Clothing,Shoes,3,73.15,0.19,Credit Card,177.7545,2025-10,177.7545
2025-10-24,907721c4,Toys,Shoes,1,174.21,0.11,Bank Transfer,155.0469,2025-10,155.0469
2025-10-25,056a9ca1,Electronics,Laptop,2,374.32,0.25,Bank Transfer,561.48,2025-10,561.48
2025-10-26,e40433fe,Books,Vacuum,1,88.77,0.14,Bank Transfer,76.34219999999999,2025-10,76.34219999999999
2025-10-27,bbd041f9,Books,Board Game,1,410.8,0.29,Credit Card,291.668,2025-10,291.668
2025-10-28,c4c23ef4,Books,Novel,2,417.75,0.19,Credit Card,676.755,2025-10,676.755
2025-10-29,e2942f01,Clothing,Vacuum,4,258.66,0.04,PayPal,993.2544,2025-10,993.2544
2025-10-30,0e44dabf,Home,Vacuum,1,13.13,0.2,PayPal,10.504,2025-10,10.504
2025-10-31,30ba4c15,Home,Board Game,3,150.65,0.1,PayPal,406.7550000000001,2025-10,406.7550000000001
2025-11-01,d0a3e75c,Home,Vacuum,1,312.29,0.21,Credit Card,246.7091,2025-11,246.7091
2025-11-02,613bc81c,Toys,Board Game,2,490.78,0.02,Bank Transfer,961.9287999999999,2025-11,961.9287999999999
2025-11-03,7891d005,Toys,Novel,2,319.59,0.05,Bank Transfer,607.2209999999999,2025-11,607.2209999999999
2025-11-04,801ff417,Clothing,Novel,2,137.3,0.26,Credit Card,203.204,2025-11,203.204
2025-11-05,3e1f6a15,Books,Shoes,4,320.66,0.07,Bank Transfer,1192.8552,2025-11,1192.8552
2025-11-06,b6925f6e,Books,Vacuum,1,274.59,0.25,Bank Transfer,205.9425,2025-11,205.9425
2025-11-07,50fafc3f,Books,Vacuum,4,392.12,0.08,Credit Card,1443.0016,2025-11,1443.0016
2025-11-08,7068b162,Toys,Laptop,4,62.42,0.19,Bank Transfer,202.2408,2025-11,202.2408
2025-11-09,0bc90c20,Clothing,Vacuum,2,382.9,0.21,PayPal,604.982,2025-11,604.982
2025-11-10,e5ac4dc1,Clothing,Laptop,2,275.22,0.15,Bank Transfer,467.874,2025-11,467.874
2025-11-11,35be80eb,Books,Vacuum,4,481.87,0.09,Bank Transfer,1754.0068,2025-11,1754.0068
2025-11-12,e4c6a90a,Electronics,Novel,1,177.52,0.06,Credit Card,166.8688,2025-11,166.8688
2025-11-13,b22a4703,Electronics,Shoes,3,319.98,0.01,Credit Card,950.3406,2025-11,950.3406
2025-11-14,06a65ba7,Electronics,Board Game,4,466.69,0.09,Bank Transfer,1698.7516,2025-11,1698.7516
2025-11-15,2dea9022,Electronics,Novel,1,60.23,0.2,Credit Card,48.184,2025-11,48.184
2025-11-16,4d43ce70,Home,Laptop,2,469.24,0.28,Bank Transfer,675.7056,2025-11,675.7056
2025-11-17,152e6e80,Home,Board Game,2,347.06,0.26,Bank Transfer,513.6488,2025-11,513.6488
2025-11-18,82e75e8d,Clothing,Shoes,1,43.24,0.23,Credit Card,33.2948,2025-11,33.2948
2025-11-19,290b5f77,Clothing,Novel,3,157.47,0.24,Bank Transfer,359.0316,2025-11,359.0316
2025-11-20,86a7c0d4,Books,Shoes,2,357.0,0.2,Credit Card,571.2,2025-11,571.2
2025-11-21,e57bd43a,Books,Board Game,2,43.0,0.08,Credit Card,79.12,2025-11,79.12
2025-11-22,0733c653,Home,Novel,2,295.26,0.27,Bank Transfer,431.0796,2025-11,431.0796
2025-11-23,c969a9d3,Books,Laptop,1,179.48,0.2,PayPal,143.584,2025-11,143.584
2025-11-24,7d9c0aa7,Toys,Vacuum,4,314.25,0.17,Credit Card,1043.31,2025-11,1043.31
2025-11-25,8e77961d,Books,Vacuum,2,32.41,0.03,PayPal,62.87539999999999,2025-11,62.87539999999999
2025-11-26,6fb1c72b,Books,Laptop,4,437.05,0.13,PayPal,1520.934,2025-11,1520.934
2025-11-27,422bc9cf,Books,Laptop,3,487.01,0.14,PayPal,1256.4858,2025-11,1256.4858
2025-11-28,9bc106af,Toys,Shoes,2,484.75,0.26,PayPal,717.43,2025-11,717.43
2025-11-29,9b71af7d,Home,Vacuum,2,377.33,0.16,PayPal,633.9144,2025-11,633.9144
2025-11-30,21d77167,Home,Vacuum,3,73.74,0.11,Credit Card,196.8858,2025-11,196.8858
2025-12-01,a551ef25,Books,Novel,2,381.55,0.29,Credit Card,541.801,2025-12,541.801
2025-12-02,e06cf2d7,Toys,Vacuum,4,22.05,0.03,PayPal,85.554,2025-12,85.554
2025-12-03,fd1207f5,Toys,Shoes,1,20.84,0.13,Bank Transfer,18.1308,2025-12,18.1308
2025-12-04,1fd3d388,Electronics,Novel,4,168.57,0.01,Credit Card,667.5372,2025-12,667.5372
2025-12-05,55bcdb0e,Electronics,Laptop,1,249.44,0.22,PayPal,194.5632,2025-12,194.5632
2025-12-06,14a1cfe7,Clothing,Board Game,1,387.5,0.28,Credit Card,279.0,2025-12,279.0
2025-12-07,115b1acb,Books,Novel,4,344.81,0.08,Bank Transfer,1268.9008,2025-12,1268.9008
2025-12-08,640d7121,Home,Shoes,4,228.49,0.26,Credit Card,676.3304,2025-12,676.3304
2025-12-09,d8b9259e,Clothing,Shoes,4,144.08,0.09,PayPal,524.4512000000001,2025-12,524.4512000000001
2025-12-10,346c7a90,Electronics,Board Game,4,498.59,0.27,PayPal,1455.8828,2025-12,1455.8828
2025-12-11,778f4ba9,Books,Vacuum,3,218.83,0.23,Credit Card,505.4973,2025-12,505.4973
2025-12-12,6a30b5db,Books,Novel,2,231.18,0.24,Bank Transfer,351.3936,2025-12,351.3936
2025-12-13,5087965c,Toys,Shoes,1,90.18,0.01,Bank Transfer,89.27820000000001,2025-12,89.27820000000001
2025-12-14,f68b7f70,Home,Board Game,4,399.46,0.29,PayPal,1134.4664,2025-12,1134.4664
2025-12-15,41278831,Home,Shoes,4,349.9,0.22,Bank Transfer,1091.688,2025-12,1091.688
2025-12-16,25f97558,Electronics,Novel,4,118.18,0.09,Bank Transfer,430.1752,2025-12,430.1752
2025-12-17,b5e61db3,Electronics,Board Game,3,50.37,0.25,PayPal,113.3325,2025-12,113.3325
2025-12-18,6b0929f9,Home,Vacuum,4,343.44,0.08,Credit Card,1263.8592,2025-12,1263.8592
2025-12-19,fcfdb61e,Clothing,Novel,4,330.71,0.26,PayPal,978.9015999999999,2025-12,978.9015999999999
2025-12-20,abe13586,Clothing,Novel,4,143.9,0.03,Bank Transfer,558.332,2025-12,558.332
2025-12-21,05a53046,Electronics,Novel,2,475.92,0.21,Credit Card,751.9536,2025-12,751.9536
2025-12-22,0cb785a4,Toys,Laptop,3,84.02,0.16,Credit Card,211.7304,2025-12,211.7304
2025-12-23,fbefcc0e,Toys,Vacuum,4,221.84,0.03,PayPal,860.7392,2025-12,860.7392
2025-12-24,b44ff225,Home,Board Game,1,472.37,0.07,PayPal,439.3040999999999,2025-12,439.3040999999999
2025-12-25,63d80beb,Toys,Novel,1,215.67,0.0,Bank Transfer,215.67,2025-12,215.67
2025-12-26,63a34117,Toys,Novel,1,322.88,0.14,Credit Card,277.6768,2025-12,277.6768
2025-12-27,22a63f5f,Books,Vacuum,3,204.82,0.09,Bank Transfer,559.1586000000001,2025-12,559.1586000000001
2025-12-28,858c1541,Clothing,Novel,3,144.37,0.18,Bank Transfer,355.1502,2025-12,355.1502
2025-12-29,a66f934b,Electronics,Vacuum,1,492.15,0.09,Bank Transfer,447.8565,2025-12,447.8565
2025-12-30,57447a72,Books,Laptop,4,210.57,0.09,Credit Card,766.4748,2025-12,766.4748
2025-12-31,baf50a49,Home,Novel,3,448.11,0.22,PayPal,1048.5774,2025-12,1048.5774
2026-01-01,6590b413,Books,Novel,1,122.68,0.01,Credit Card,121.4532,2026-01,121.4532
2026-01-02,83b21e3a,Toys,Board Game,1,114.42,0.27,Bank Transfer,83.5266,2026-01,83.5266
2026-01-03,4641f4b2,Electronics,Laptop,4,25.26,0.26,Credit Card,74.7696,2026-01,74.7696
2026-01-04,926555ed,Home,Novel,2,329.32,0.2,PayPal,526.912,2026-01,526.912
2026-01-05,b6a00ada,Books,Laptop,3,190.58,0.18,Credit Card,468.8268,2026-01,468.8268
2026-01-06,a8d6edd5,Home,Board Game,4,433.54,0.27,Credit Card,1265.9368,2026-01,1265.9368
2026-01-07,7c7a91a1,Electronics,Laptop,1,241.87,0.06,PayPal,227.3578,2026-01,227.3578
2026-01-08,bdf649f4,Clothing,Laptop,1,484.41,0.02,Credit Card,474.7218,2026-01,474.7218
2026-01-09,27fa9dd0,Clothing,Shoes,4,100.91,0.07,PayPal,375.3851999999999,2026-01,375.3851999999999
2026-01-10,98440495,Books,Laptop,3,435.63,0.24,PayPal,993.2363999999999,2026-01,993.2363999999999
2026-01-11,0d61fc4f,Toys,Novel,2,390.53,0.01,PayPal,773.2493999999999,2026-01,773.2493999999999
2026-01-12,5ca016db,Clothing,Vacuum,2,387.75,0.17,PayPal,643.665,2026-01,643.665
2026-01-13,f0e5b092,Books,Novel,1,423.94,0.3,Bank Transfer,296.758,2026-01,296.758
2026-01-14,f4a7b58e,Clothing,Board Game,3,382.9,0.26,Credit Card,850.0379999999999,2026-01,850.0379999999999
2026-01-15,18f4eb31,Toys,Board Game,2,316.85,0.16,Bank Transfer,532.308,2026-01,532.308
2026-01-16,c36fbe56,Toys,Novel,3,74.31,0.02,Bank Transfer,218.4714,2026-01,218.4714
2026-01-17,1f919440,Home,Laptop,3,25.94,0.25,Credit Card,58.36500000000001,2026-01,58.36500000000001
2026-01-18,a85e45ce,Home,Laptop,1,461.22,0.18,Credit Card,378.2004000000001,2026-01,378.2004000000001
2026-01-19,4e5bb652,Clothing,Shoes,2,312.16,0.03,PayPal,605.5904,2026-01,605.5904
2026-01-20,053c4f25,Clothing,Shoes,4,400.3,0.03,Credit Card,1553.164,2026-01,1553.164
2026-01-21,e2b291e7,Toys,Novel,1,245.95,0.27,PayPal,179.5435,2026-01,179.5435
2026-01-22,3321f9b0,Home,Vacuum,2,67.48,0.2,Bank Transfer,107.968,2026-01,107.968
2026-01-23,fde2abc1,Home,Shoes,2,71.34,0.25,Bank Transfer,107.01,2026-01,107.01
2026-01-24,ef4ddb95,Toys,Laptop,2,345.93,0.26,Bank Transfer,511.9764,2026-01,511.9764
2026-01-25,ccfd31ea,Books,Board Game,2,220.85,0.17,Credit Card,366.611,2026-01,366.611
2026-01-26,fc651a80,Home,Shoes,2,108.26,0.16,PayPal,181.8768,2026-01,181.8768
2026-01-27,91538dce,Home,Shoes,3,250.88,0.13,Bank Transfer,654.7968,2026-01,654.7968
2026-01-28,5dffe1f0,Electronics,Novel,1,41.46,0.1,Bank Transfer,37.314,2026-01,37.314
2026-01-29,4ef338ad,Clothing,Novel,3,295.17,0.13,Credit Card,770.3937,2026-01,770.3937
2026-01-30,47fe8605,Books,Novel,4,141.81,0.23,PayPal,436.7748,2026-01,436.7748
2026-01-31,f061e8a7,Books,Novel,2,400.8,0.18,Credit Card,657.312,2026-01,657.312
2026-02-01,c5c98b5e,Books,Novel,1,162.08,0.27,PayPal,118.3184,2026-02,118.3184
2026-02-02,e20a5b72,Clothing,Laptop,2,233.06,0.13,Credit Card,405.5244,2026-02,405.5244
2026-02-03,e50046e2,Home,Shoes,1,15.69,0.18,Bank Transfer,12.8658,2026-02,12.8658
2026-02-04,64269c54,Toys,Vacuum,3,45.5,0.19,Bank Transfer,110.565,2026-02,110.565
2026-02-05,80c14d0f,Home,Shoes,1,202.32,0.18,Credit Card,165.9024,2026-02,165.9024
2026-02-06,755c808a,Books,Board Game,4,245.17,0.21,Bank Transfer,774.7372,2026-02,774.7372
2026-02-07,5e9eecf1,Electronics,Shoes,4,304.01,0.07,Bank Transfer,1130.9172,2026-02,1130.9172
2026-02-08,a97f6458,Toys,Shoes,1,152.91,0.15,PayPal,129.9735,2026-02,129.9735
2026-02-09,9880e4c7,Books,Shoes,1,350.54,0.03,Bank Transfer,340.0238,2026-02,340.0238
2026-02-10,b558c0b0,Clothing,Novel,1,431.46,0.12,PayPal,379.6848,2026-02,379.6848
2026-02-11,69241800,Electronics,Shoes,1,392.13,0.15,Bank Transfer,333.3105,2026-02,333.3105
2026-02-12,2f916c1b,Home,Shoes,4,29.41,0.2,Credit Card,94.11200000000001,2026-02,94.11200000000001
2026-02-13,ae4502a8,Home,Board Game,2,245.45,0.29,Credit Card,348.539,2026-02,348.539
2026-02-14,4765d766,Electronics,Novel,1,61.42,0.18,Credit Card,50.3644,2026-02,50.3644
2026-02-15,2a50c834,Toys,Shoes,1,128.6,0.22,Bank Transfer,100.308,2026-02,100.308
2026-02-16,a355fd87,Toys,Laptop,4,493.46,0.15,Credit Card,1677.764,2026-02,1677.764
2026-02-17,acfd00f5,Home,Novel,4,79.82,0.19,PayPal,258.6168,2026-02,258.6168
2026-02-18,58a5e015,Electronics,Shoes,3,254.46,0.02,PayPal,748.1124,2026-02,748.1124
2026-02-19,90920246,Toys,Board Game,1,312.9,0.08,Bank Transfer,287.868,2026-02,287.868
2026-02-20,b7e01173,Home,Board Game,3,354.21,0.11,Credit Card,945.7407,2026-02,945.7407
2026-02-21,aa9d3a30,Books,Board Game,4,284.23,0.14,Credit Card,977.7512,2026-02,977.7512
2026-02-22,f1828782,Home,Board Game,4,14.79,0.01,Credit Card,58.5684,2026-02,58.5684
2026-02-23,2dfe58a4,Clothing,Shoes,2,169.97,0.04,Bank Transfer,326.3424,2026-02,326.3424
2026-02-24,7e710aab,Toys,Shoes,1,263.68,0.08,Bank Transfer,242.5856,2026-02,242.5856
2026-02-25,5f17f0a5,Toys,Novel,3,53.05,0.29,Bank Transfer,112.9965,2026-02,112.9965
2026-02-26,1f83936d,Clothing,Shoes,4,181.81,0.1,Credit Card,654.5160000000001,2026-02,654.5160000000001
2026-02-27,7a7028af,Home,Vacuum,4,26.27,0.14,Credit Card,90.3688,2026-02,90.3688
2026-02-28,6446f546,Clothing,Shoes,3,48.5,0.06,Credit Card,136.77,2026-02,136.77
2026-03-01,aee9b70d,Toys,Vacuum,2,204.49,0.18,Credit Card,335.3636,2026-03,335.3636
2026-03-02,ac357fd1,Home,Shoes,4,75.03,0.08,Bank Transfer,276.1104,2026-03,276.1104
2026-03-03,bf86abd9,Toys,Vacuum,1,288.1,0.06,PayPal,270.814,2026-03,270.814
2026-03-04,e1811337,Toys,Board Game,4,347.84,0.15,Credit Card,1182.656,2026-03,1182.656
2026-03-05,0b2ff831,Clothing,Novel,1,402.29,0.0,Credit Card,402.29,2026-03,402.29
2026-03-06,6ba4beb5,Books,Laptop,3,108.07,0.0,PayPal,324.21,2026-03,324.21
2026-03-07,5d10740c,Home,Novel,1,92.07,0.07,PayPal,85.62509999999999,2026-03,85.62509999999999
2026-03-08,904bc019,Toys,Vacuum,3,61.24,0.01,PayPal,181.8828,2026-03,181.8828
2026-03-09,99ea1542,Home,Shoes,1,321.85,0.03,Bank Transfer,312.1945,2026-03,312.1945
